text	code	workerid	probid	subid	line	indent
define function power which takes in long integers x and y as parameters	long long int power(long long int x, long long int y) {	21	1068A	48925212	0	0
let temp be a long long integer	long long int temp;	21	1068A	48925212	1	1
if y is equal to 0, return 1	if (y == 0) return 1;	21	1068A	48925212	2	1
set temp to power(x, y / 2)	temp = power(x, y / 2);	21	1068A	48925212	3	1
if y is even	if (y % 2 == 0)	21	1068A	48925212	4	1
return the value of temp * temp	return temp * temp;	21	1068A	48925212	5	2
or else	else {	21	1068A	48925212	6	1
if y is greater than 0	if (y > 0)	21	1068A	48925212	7	2
return the value of x * temp * temp	return x * temp * temp;	21	1068A	48925212	8	3
or else	else	21	1068A	48925212	9	2
return the value of (temp * temp) / x	return (temp * temp) / x;	21	1068A	48925212	10	3
	}	21	1068A	48925212	11	1
	}	21	1068A	48925212	12	0
let prime be an array of booleans of size 10000000	bool prime[10000000];	21	1068A	48925212	13	0
define function sieve	void sieve() {	21	1068A	48925212	14	0
set every value in prime to true	memset(prime, true, sizeof(prime));	21	1068A	48925212	15	1
set prime[0] and prime[1] to false	prime[0] = prime[1] = false;	21	1068A	48925212	16	1
for p = 2 to p * p <= 10000000	for (long long int p = 2; p * p <= 10000000; p++) {	21	1068A	48925212	17	1
if prime[p] is true	if (prime[p] == true) {	21	1068A	48925212	18	2
for i = p * 2 to i <= 10000000	for (long long int i = p * 2; i <= 10000000; i += p) prime[i] = false;	21	1068A	48925212	19	3
	}	21	1068A	48925212	20	2
	}	21	1068A	48925212	21	1
	}	21	1068A	48925212	22	0
define function gcd which takes in long long integers a and b as arguments	long long int gcd(long long int a, long long int b) {	21	1068A	48925212	23	0
if a is equal to 0, return the value of b	if (a == 0) return b;	21	1068A	48925212	24	1
return the greatest common denominator of b % a and a	return gcd(b % a, a);	21	1068A	48925212	25	1
	}	21	1068A	48925212	26	0
	int main() {	21	1068A	48925212	27	0
let n, m, k, and l be integers	long long int n, m, k, l;	21	1068A	48925212	28	1
read in n, m, k and l	cin >> n >> m >> k >> l;	21	1068A	48925212	29	1
if m is greater than n or l is greater than n - k	if (m > n || l > n - k) {	21	1068A	48925212	30	1
print -1 and a newline	cout << -1 << "\n";	21	1068A	48925212	31	2
	return 0;	21	1068A	48925212	32	2
	}	21	1068A	48925212	33	1
let x be a long long integer	long long int x;	21	1068A	48925212	34	1
set x to (k + l) / m	x = (k + l) / m;	21	1068A	48925212	35	1
if (k + l) % m is not equal to 0, increment x	if ((k + l) % m != 0) x++;	21	1068A	48925212	36	1
if m * x is greater than n	if (m * x > n) {	21	1068A	48925212	37	1
print -1 and a newline	cout << -1 << "\n";	21	1068A	48925212	38	2
or else	} else {	21	1068A	48925212	39	1
print x and a newline	cout << x << "\n";	21	1068A	48925212	40	2
	}	21	1068A	48925212	41	1
	return 0;	21	1068A	48925212	42	1
	}	21	1068A	48925212	43	0
	int main() {	13	328A	45554331	0	0
create integers a, b, c, and d	int a, b, c, d;	13	328A	45554331	1	1
read a, b, c, and d	cin >> a >> b >> c >> d;	13	328A	45554331	2	1
if b - a is equal to c - b and d - c is equal to c - b	if (b - a == c - b && d - c == c - b) {	13	328A	45554331	3	1
print d + c - b	cout << d + c - b << endl;	13	328A	45554331	4	2
	return 0;	13	328A	45554331	5	2
else do	} else {	13	328A	45554331	6	1
create double m = 1.0 * b / a	double m = 1.0 * b / a;	13	328A	45554331	7	2
if m * b is equal to c and m * c is equal to d	if (m * b == c && m * c == d) {	13	328A	45554331	8	2
make double k = d * m	double k = d * m;	13	328A	45554331	9	3
let integer kk = d * m	int kk = d * m;	13	328A	45554331	10	3
if kk is equal to k	if (kk == k) {	13	328A	45554331	11	3
print kk	cout << kk << endl;	13	328A	45554331	12	4
	return 0;	13	328A	45554331	13	4
	}	13	328A	45554331	14	3
	}	13	328A	45554331	15	2
	}	13	328A	45554331	16	1
print 42	cout << 42 << endl;	13	328A	45554331	17	1
	return 0;	13	328A	45554331	18	1
	}	13	328A	45554331	19	0
s, t = strings with s = array of size 105	string s[105], t;	05	95A	25784708	0	0
sl, tl = strings with sl = array of size 105	string sl[105], tl;	05	95A	25784708	1	0
ok = array of 105 bool	bool ok[105];	05	95A	25784708	2	0
n = integer	int n;	05	95A	25784708	3	0
in the function getLower that takes string s and returns string	string getLower(string s) {	05	95A	25784708	4	0
for i = 0 to s.size() exclusive, s[i] = tolower(s[i])	for (int i = 0; i < s.size(); ++i) s[i] = tolower(s[i]);	05	95A	25784708	5	1
return s	return s;	05	95A	25784708	6	1
	}	05	95A	25784708	7	0
	int main() {	05	95A	25784708	8	0
read n	cin >> n;	05	95A	25784708	9	1
i, j, k = integers	int i, j, k;	05	95A	25784708	10	1
for i = 0 to n exclusive	for (i = 0; i < n; ++i) {	05	95A	25784708	11	1
read s[i]	cin >> s[i];	05	95A	25784708	12	2
sl[i] = getLower of s[i]	sl[i] = getLower(s[i]);	05	95A	25784708	13	2
	}	05	95A	25784708	14	1
read t	cin >> t;	05	95A	25784708	15	1
tl = getLower of t	tl = getLower(t);	05	95A	25784708	16	1
letterchar = character	char letter;	05	95A	25784708	17	1
read letter	cin >> letter;	05	95A	25784708	18	1
len = integer with len = t.size()	int len = t.size();	05	95A	25784708	19	1
for i = 0 to n exclusive	for (i = 0; i < n; ++i) {	05	95A	25784708	20	1
m = integer with m = s[i].size()	int m = s[i].size();	05	95A	25784708	21	2
for j = 0 to len - m	for (j = 0; j <= len - m; ++j)	05	95A	25784708	22	2
if (tl.substr(j, m) is sl[i])	if (tl.substr(j, m) == sl[i]) {	05	95A	25784708	23	3
for k = 0 to m exclusive, ok[j + k] = 1	for (k = 0; k < m; ++k) ok[j + k] = 1;	05	95A	25784708	24	4
	}	05	95A	25784708	25	3
	}	05	95A	25784708	26	1
for i = 0 to len exclusive	for (i = 0; i < len; ++i)	05	95A	25784708	27	1
if (ok[i])	if (ok[i]) {	05	95A	25784708	28	2
flag = bool with flag = isupper(t[i])	bool flag = isupper(t[i]);	05	95A	25784708	29	3
if (tl[i] is letter)	if (tl[i] == letter) {	05	95A	25784708	30	3
if (letter is a)	if (letter == 'a')	05	95A	25784708	31	4
t[i] = b	t[i] = 'b';	05	95A	25784708	32	5
else	else	05	95A	25784708	33	4
t[i] = a	t[i] = 'a';	05	95A	25784708	34	5
else	} else	05	95A	25784708	35	3
t[i] = letter	t[i] = letter;	05	95A	25784708	36	4
if (flag), t[i] = toupper(t[i])	if (flag) t[i] = toupper(t[i]);	05	95A	25784708	37	3
	}	05	95A	25784708	38	2
print t	cout << t << endl;	05	95A	25784708	39	1
	return 0;	05	95A	25784708	40	1
	}	05	95A	25784708	41	0
declare constant integer N = 1e5 + 7	const int N = 1e5 + 7;	01	113A	46098268	0	0
declare constant string array s = {"lios", "liala", "etr", "etra", "initis", "inites"}	const string s[] = {"lios", "liala", "etr", "etra", "initis", "inites"};	01	113A	46098268	1	0
declare map from string to integer mp	map<string, int> mp;	01	113A	46098268	2	0
declare string array h size N	string h[N];	01	113A	46098268	3	0
declare integer a size N	int a[N];	01	113A	46098268	4	0
declare inline get_s with string address s as argument, returning integer	inline int get_s(string &s) {	01	113A	46098268	5	0
if size of s is less than 3, return 0 from function	if (s.size() < 3) return 0;	01	113A	46098268	6	1
for i = 3 to 6 inclusive	for (int i = 3; i <= 6; i++) {	01	113A	46098268	7	1
if i is greater than size of s, return 0 from function	if (i > s.size()) return 0;	01	113A	46098268	8	2
if first index of ( substring of s from size of s - i to i ) in mp is not end of mp, return mp[substring of s from size of s - i to i]	if (mp.find(s.substr(s.size() - i, i)) != mp.end()) return mp[s.substr(s.size() - i, i)];	01	113A	46098268	9	2
	}	01	113A	46098268	10	1
	return 0;	01	113A	46098268	11	1
	}	01	113A	46098268	12	0
	int main() {	01	113A	46098268	13	0
declare integer cnt = 0	int cnt = 0;	01	113A	46098268	14	1
for i = 0 to 6 exclusive, let mp[s[i]] be i + 1	for (int i = 0; i < 6; i++) mp[s[i]] = i + 1;	01	113A	46098268	15	1
while ( read h[cnt] ), increment cnt	while (cin >> h[cnt]) cnt++;	01	113A	46098268	16	1
declare booleans f1 = 0, f2 = 0	bool f1 = 0, f2 = 0;	01	113A	46098268	17	1
for i = 0 to cnt exclusive	for (int i = 0; i < cnt; i++) {	01	113A	46098268	18	1
let a[i] be result of run get_s(h[i])	a[i] = get_s(h[i]);	01	113A	46098268	19	2
if not a[i], return 0 * print "NO"	if (!a[i]) return 0 * puts("NO");	01	113A	46098268	20	2
let f1 be f1 bitwise or (bitwise and 1 ), let f2 be f2 bitwise or ( bitwise not a[i] bitwise and 1 )	f1 |= a[i] & 1, f2 |= ~a[i] & 1;	01	113A	46098268	21	2
	}	01	113A	46098268	22	1
if cnt is 1, return 0 * print "YES"	if (cnt == 1) return 0 * puts("YES");	01	113A	46098268	23	1
if f1 and f2, return 0 * print "NO"	if (f1 && f2) return 0 * puts("NO");	01	113A	46098268	24	1
for i = 0 to cnt exclusive, increment a[i] by 1, let a[i] be a[i] bitshift right 1	for (int i = 0; i < cnt; i++) (a[i] += 1) >>= 1;	01	113A	46098268	25	1
declare integer p = 0	int p = 0;	01	113A	46098268	26	1
while p is less than cnt - 1 and a[p] is a[p+1] and a[p] is 1, increment p	while (p < cnt - 1 && a[p] == a[p + 1] && a[p] == 1) p++;	01	113A	46098268	27	1
if a[p] is 1	if (a[p] == 1)	01	113A	46098268	28	1
increment p	p++;	01	113A	46098268	29	2
else if a[p] is 3	else if (a[p] == 3)	01	113A	46098268	30	1
return 0 * print "NO"	return 0 * puts("NO");	01	113A	46098268	31	2
if a[p] is not 2	if (a[p] != 2)	01	113A	46098268	32	1
return 0 * print "NO"	return 0 * puts("NO");	01	113A	46098268	33	2
else	else	01	113A	46098268	34	1
increment p	p++;	01	113A	46098268	35	2
while p is less than cnt	while (p < cnt)	01	113A	46098268	36	1
if a[increment p] is not 3, return 0 * print "NO"	if (a[p++] != 3) return 0 * puts("NO");	01	113A	46098268	37	2
if a[increment p] is not 3, return 0 * print "NO"	puts("YES");	01	113A	46098268	38	1
	return 0;	01	113A	46098268	39	1
	}	01	113A	46098268	40	0
declare char array a with size 1000000	char a[1000000];	54	989A	40530781	0	0
	int main() {	54	989A	40530781	1	0
read input to a	cin >> a;	54	989A	40530781	2	1
declare integer variable n = length of a	int n = strlen(a);	54	989A	40530781	3	1
loop i from 0 to n - 2 exclusive	for (int i = 0; i < n - 2; i++) {	54	989A	40530781	4	1
declare integers x, y and z = 0	int x = 0, y = 0, z = 0;	54	989A	40530781	5	2
set x to 1 if a[i] = 'A' or a[i + 1] = 'A' or a[i + 2] is equal to 'A'	if (a[i] == 'A' || a[i + 1] == 'A' || a[i + 2] == 'A') { x = 1; }	54	989A	40530781	6	2
set y to 1 if a[i] = 'B' or a[i + 1] is 'B' or a[i + 2] = 'B'	if (a[i] == 'B' || a[i + 1] == 'B' || a[i + 2] == 'B') { y = 1; }	54	989A	40530781	7	2
set z to 1 if a[i] is equal to 'C' or a[i + 1] = 'C' or a[i + 2] = 'C'	if (a[i] == 'C' || a[i + 1] == 'C' || a[i + 2] == 'C') { z = 1; }	54	989A	40530781	8	2
if x is true and y is true and z is true	if (x && y && z) {	54	989A	40530781	9	2
print "Yes"	cout << "Yes" << endl;	54	989A	40530781	10	3
	return 0;	54	989A	40530781	11	3
else	} else {	54	989A	40530781	12	2
change x to 0	x = 0;	54	989A	40530781	13	3
change y to 0	y = 0;	54	989A	40530781	14	3
change z to 0	z = 0;	54	989A	40530781	15	3
	}	54	989A	40530781	16	2
	}	54	989A	40530781	17	1
print "No"	cout << "No" << endl;	54	989A	40530781	18	1
	return 0;	54	989A	40530781	19	1
	}	54	989A	40530781	20	0
	int main() {	05	230A	42213877	0	0
n, s = integers	int n, s;	05	230A	42213877	1	1
read n, s	cin >> s >> n;	05	230A	42213877	2	1
arr = integer 2d array of size [n][2]	int arr[n][2];	05	230A	42213877	3	1
for i = 0 to n exclusive, read arr[i][0], arr[i][1]	for (int i = 0; i < n; ++i) cin >> arr[i][0] >> arr[i][1];	05	230A	42213877	4	1
m = integer with m = n	int m = n;	05	230A	42213877	5	1
ff = bool with ff = false	bool ff = false;	05	230A	42213877	6	1
while decrement m	while (m--) {	05	230A	42213877	7	1
j, mx = integer with mx = -1	int mx = -1, j;	05	230A	42213877	8	2
f = bool with f = false	bool f = false;	05	230A	42213877	9	2
for i = 0 to n exclusive	for (int i = 0; i < n; ++i) {	05	230A	42213877	10	2
if s > arr[i][0] and arr[i][0] is not -1	if (s > arr[i][0] and arr[i][0] != -1) {	05	230A	42213877	11	3
f = true	f = true;	05	230A	42213877	12	4
if arr[i][1] > mx	if (arr[i][1] > mx) {	05	230A	42213877	13	4
mx = arr[i][1]	mx = arr[i][1];	05	230A	42213877	14	5
j = i	j = i;	05	230A	42213877	15	5
	}	05	230A	42213877	16	4
	}	05	230A	42213877	17	3
	}	05	230A	42213877	18	2
if not f	if (!f) {	05	230A	42213877	19	2
ff = true	ff = true;	05	230A	42213877	20	3
break loop	break;	05	230A	42213877	21	3
else	} else {	05	230A	42213877	22	2
s = s + mx	s += mx;	05	230A	42213877	23	3
arr[j][0] = -1	arr[j][0] = -1;	05	230A	42213877	24	3
	}	05	230A	42213877	25	2
	}	05	230A	42213877	26	1
if ff	if (ff)	05	230A	42213877	27	1
print NO	cout << "NO" << endl;	05	230A	42213877	28	2
else	else	05	230A	42213877	29	1
print YES	cout << "YES" << endl;	05	230A	42213877	30	2
	}	05	230A	42213877	31	0
in the function gcd that takes integer a, b and returns integer	int gcd(int a, int b) {	05	741A	29367726	0	0
return if b, gcd(b, a % b) else a	return b ? gcd(b, a % b) : a;	05	741A	29367726	1	1
	}	05	741A	29367726	2	0
in the function lcm that takes integer a, b and returns integer	int lcm(int a, int b) {	05	741A	29367726	3	0
return a / gcd(a, b) * b	return a / gcd(a, b) * b;	05	741A	29367726	4	1
	}	05	741A	29367726	5	0
in the function lcm that takes integer pointer arr and integer n and returns integer	int lcm(int *arr, int n) {	05	741A	29367726	6	0
r = integer with r = arr[0]	int r = arr[0];	05	741A	29367726	7	1
for i = 1 to n exclusive, r = lcm of r and arr[i]	for (int i = 1; i < n; ++i) { r = lcm(r, arr[i]); }	05	741A	29367726	8	1
return r	return r;	05	741A	29367726	9	1
	}	05	741A	29367726	10	0
in = bool array of size 101 with in= {}	bool in[101] = {};	05	741A	29367726	11	0
cycle = integer array of size 101	int cycle[101];	05	741A	29367726	12	0
target = integer array of size 101	int target[101];	05	741A	29367726	13	0
n = integer	int n;	05	741A	29367726	14	0
	int main() {	05	741A	29367726	15	0
read n	cin >> n;	05	741A	29367726	16	1
for i = 1 to n	for (int i = 1; i <= n; ++i) {	05	741A	29367726	17	1
read target[i]	cin >> target[i];	05	741A	29367726	18	2
if in[target[i]]	if (in[target[i]]) {	05	741A	29367726	19	2
print -1	cout << -1 << endl;	05	741A	29367726	20	3
	return 0;	05	741A	29367726	21	3
	}	05	741A	29367726	22	2
in[target[i]] = true	in[target[i]] = true;	05	741A	29367726	23	2
	}	05	741A	29367726	24	1
for i = 1 to n	for (int i = 1; i <= n; ++i) {	05	741A	29367726	25	1
current = integer with current = i	int current = i;	05	741A	29367726	26	2
cycle[i] = 0	cycle[i] = 0;	05	741A	29367726	27	2
do	do {	05	741A	29367726	28	2
current = target[current]	current = target[current];	05	741A	29367726	29	3
cycle[i] = cycle[i] + cycle[i] 1	cycle[i] += 1;	05	741A	29367726	30	3
while current is not i	} while (current != i);	05	741A	29367726	31	2
if ((cycle[i] bitwise and 1) is 0), cycle[i] = right shift cycle[i] 1 place	if ((cycle[i] & 1) == 0) { cycle[i] >>= 1; }	05	741A	29367726	32	2
	}	05	741A	29367726	33	1
print lcm(cycle + 1, n)	cout << lcm(cycle + 1, n) << endl;	05	741A	29367726	34	1
	}	05	741A	29367726	35	0
	int main() {	54	982A	47604233	0	0
declare new integer variable n	int n;	54	982A	47604233	1	1
read n and keep looping	while (cin >> n) {	54	982A	47604233	2	1
s is an array of characters with 1004 elements	char s[1004];	54	982A	47604233	3	2
read s + 1 from the input	cin >> s + 1;	54	982A	47604233	4	2
declare new integer variable flag with value 1	int flag = 1;	54	982A	47604233	5	2
start for loop from i = 1 to n inclusive	for (int i = 1; i <= n; i++) {	54	982A	47604233	6	2
if s[i] is equal to '1'	if (s[i] == '1') {	54	982A	47604233	7	3
if (s[i - 1] is '1' and i is not 1) or (s[i + 1] is '1' && i is not n), set flag to 0	if ((s[i - 1] == '1' && i != 1) || (s[i + 1] == '1' && i != n)) flag = 0;	54	982A	47604233	8	4
else	} else {	54	982A	47604233	9	3
if (s[i - 1] is '0' || i is 1) and (s[i + 1] is '0' or i is not n), set flag to 0	if ((s[i - 1] == '0' || i == 1) && (s[i + 1] == '0' || i == n)) flag = 0;	54	982A	47604233	10	4
	}	54	982A	47604233	11	3
	}	54	982A	47604233	12	2
if flag is set	if (flag)	54	982A	47604233	13	2
print "Yes" to the standard output	cout << "Yes" << endl;	54	982A	47604233	14	3
else	else	54	982A	47604233	15	2
print "No"	cout << "No" << endl;	54	982A	47604233	16	3
	}	54	982A	47604233	17	1
	return 0;	54	982A	47604233	18	1
	}	54	982A	47604233	19	0
let c be a character array of size 1000	char c[1000];	42	663A	22032591	0	0
let res be an integer array of size 1000	int res[1000];	42	663A	22032591	1	0
let l, mn, pl, n be integers with pl = 1	int l, mn, pl = 1, n;	42	663A	22032591	2	0
	int main() {	42	663A	22032591	3	0
ch = character	char ch;	42	663A	22032591	4	1
input ch	cin >> ch;	42	663A	22032591	5	1
while input ch	while (cin >> ch) {	42	663A	22032591	6	1
if ch is the character =, break	if (ch == '=') break;	42	663A	22032591	7	2
set c[l] to ch	c[l] = ch;	42	663A	22032591	8	2
if c[l] is the character +	if (c[l] == '+')	42	663A	22032591	9	2
increment pl	pl++;	42	663A	22032591	10	3
else	else	42	663A	22032591	11	2
increment mn	mn++;	42	663A	22032591	12	3
increment l	l++;	42	663A	22032591	13	2
input ch	cin >> ch;	42	663A	22032591	14	2
	}	42	663A	22032591	15	1
input n	cin >> n;	42	663A	22032591	16	1
if n * pl - nm is less than n or pl - n * mn is greater than n	if (n * pl - mn < n || pl - n * mn > n)	42	663A	22032591	17	1
print Impossible	cout << "Impossible" << endl;	42	663A	22032591	18	2
else	else {	42	663A	22032591	19	1
print Possible	cout << "Possible" << endl;	42	663A	22032591	20	2
for i = 0 to 1 inclusive, set res[i] to 1	for (int i = 0; i <= l; i++) res[i] = 1;	42	663A	22032591	21	2
d is an integer with d = n - (pl - mn)	int d = n - (pl - mn);	42	663A	22032591	22	2
for i = 0 to 1 inclusive	for (int i = 0; i <= l; i++) {	42	663A	22032591	23	2
if (i equals 0 or c[i - 1] equals the character +) and d is greater than 0	if ((i == 0 || c[i - 1] == '+') && d > 0) {	42	663A	22032591	24	3
if d is less than n - res[i]	if (d < n - res[i]) {	42	663A	22032591	25	4
add d to res[i]	res[i] += d;	42	663A	22032591	26	5
set d to 0	d = 0;	42	663A	22032591	27	5
else	} else {	42	663A	22032591	28	4
subtract n - res[i] from d	d -= n - res[i];	42	663A	22032591	29	5
res[i] is assigned n	res[i] = n;	42	663A	22032591	30	5
	}	42	663A	22032591	31	4
else if i isn't 0 and c[i - 1] equals the character - and d is less than 0	} else if (i != 0 && c[i - 1] == '-' && d < 0) {	42	663A	22032591	32	3
if -d is less than n - res[i]	if (-d < n - res[i]) {	42	663A	22032591	33	4
add -d to res[i]	res[i] += -d;	42	663A	22032591	34	5
set d to 0	d = 0;	42	663A	22032591	35	5
else	} else {	42	663A	22032591	36	4
add n - res[i] to d	d += n - res[i];	42	663A	22032591	37	5
set res[i] to n	res[i] = n;	42	663A	22032591	38	5
	}	42	663A	22032591	39	4
	}	42	663A	22032591	40	3
	}	42	663A	22032591	41	2
output res[0]	cout << res[0];	42	663A	22032591	42	2
for i = 0 to 1 exclusive, output the character space, c[i] the character space, and res[i + 1]	for (int i = 0; i < l; i++) cout << " " << c[i] << " " << res[i + 1];	42	663A	22032591	43	2
output the string " = " and n	cout << " = " << n << endl;	42	663A	22032591	44	2
	}	42	663A	22032591	45	1
	return 0;	42	663A	22032591	46	1
	}	42	663A	22032591	47	0
	int main() {	01	583A	46838273	0	0
create integers a, b, c	int a, b, c;	01	583A	46838273	1	1
while read a	while (cin >> a) {	01	583A	46838273	2	1
